DEPARTAMENTO,CIRCUITO,SERIE,LEMA,HOJA,CANTIDAD VOTOS
Montevideo,642,BBA,Frente Amplio,775005,3
Montevideo,642,BBA,Frente Amplio,1813800,1
Montevideo,643,BBA,Frente Amplio,90,25
Montevideo,643,BBA,Frente Amplio,329,2
Montevideo,643,BBA,Frente Amplio,609,74
Montevideo,643,BBA,Frente Amplio,611,4
Montevideo,643,BBA,Frente Amplio,642,1
Montevideo,643,BBA,Frente Amplio,711,15
Montevideo,643,BBA,Frente Amplio,890,1
Montevideo,643,BBA,Frente Amplio,906,1
Montevideo,643,BBA,Frente Amplio,959,3
Montevideo,643,BBA,Frente Amplio,1001,6
Montevideo,643,BBA,Frente Amplio,1642,1
Montevideo,643,BBA,Frente Amplio,2121,6
Montevideo,643,BBA,Frente Amplio,3311,8
Montevideo,643,BBA,Frente Amplio,6009,8
Montevideo,643,BBA,Frente Amplio,7373,1
Montevideo,643,BBA,Frente Amplio,99738,7
Montevideo,643,BBA,Frente Amplio,181563,2
Montevideo,643,BBA,Frente Amplio,775005,7
Montevideo,643,BBA,Frente Amplio,1813800,2
Montevideo,644,BBA,Frente Amplio,90,22
Montevideo,644,BBA,Frente Amplio,329,1
Montevideo,644,BBA,Frente Amplio,609,49
Montevideo,644,BBA,Frente Amplio,611,1
Montevideo,644,BBA,Frente Amplio,711,11
Montevideo,644,BBA,Frente Amplio,959,1
Montevideo,644,BBA,Frente Amplio,1001,13
Montevideo,644,BBA,Frente Amplio,1303,1
Montevideo,644,BBA,Frente Amplio,1419,5
Montevideo,644,BBA,Frente Amplio,2121,23
Montevideo,644,BBA,Frente Amplio,3311,8
Montevideo,644,BBA,Frente Amplio,6009,6
Montevideo,644,BBA,Frente Amplio,7373,5
Montevideo,644,BBA,Frente Amplio,9393,1
Montevideo,644,BBA,Frente Amplio,99738,8
Montevideo,644,BBA,Frente Amplio,775005,4
Montevideo,645,BBA,Frente Amplio,90,24
Montevideo,645,BBA,Frente Amplio,329,7
Montevideo,645,BBA,Frente Amplio,609,60
Montevideo,645,BBA,Frente Amplio,611,2
Montevideo,645,BBA,Frente Amplio,642,1
Montevideo,645,BBA,Frente Amplio,711,23
Montevideo,645,BBA,Frente Amplio,764,1
Montevideo,645,BBA,Frente Amplio,871,1
Montevideo,645,BBA,Frente Amplio,906,3
Montevideo,645,BBA,Frente Amplio,1001,9
Montevideo,645,BBA,Frente Amplio,1303,3
Montevideo,645,BBA,Frente Amplio,1642,1
Montevideo,645,BBA,Frente Amplio,1968,1
Montevideo,645,BBA,Frente Amplio,2121,13
Montevideo,645,BBA,Frente Amplio,3311,5
Montevideo,645,BBA,Frente Amplio,6009,12
Montevideo,645,BBA,Frente Amplio,7373,1
Montevideo,645,BBA,Frente Amplio,99738,7
Montevideo,645,BBA,Frente Amplio,775005,4
Montevideo,645,BBA,Frente Amplio,1813800,1
Montevideo,646,BBA,Frente Amplio,90,14
Montevideo,646,BBA,Frente Amplio,329,3
Montevideo,646,BBA,Frente Amplio,609,59
Montevideo,646,BBA,Frente Amplio,642,3
Montevideo,646,BBA,Frente Amplio,711,36
Montevideo,646,BBA,Frente Amplio,1001,14
Montevideo,646,BBA,Frente Amplio,1642,3
Montevideo,646,BBA,Frente Amplio,2121,7
Montevideo,646,BBA,Frente Amplio,3311,8
Montevideo,646,BBA,Frente Amplio,6009,6
Montevideo,646,BBA,Frente Amplio,99738,9
Montevideo,646,BBA,Frente Amplio,775005,1
Montevideo,647,BBA,Frente Amplio,90,25
Montevideo,647,BBA,Frente Amplio,329,6
Montevideo,647,BBA,Frente Amplio,609,68
Montevideo,647,BBA,Frente Amplio,611,1
Montevideo,647,BBA,Frente Amplio,642,1
Montevideo,647,BBA,Frente Amplio,711,23
Montevideo,647,BBA,Frente Amplio,764,1
Montevideo,647,BBA,Frente Amplio,871,1
Montevideo,647,BBA,Frente Amplio,906,9
Montevideo,647,BBA,Frente Amplio,1001,8
Montevideo,647,BBA,Frente Amplio,1642,4
Montevideo,647,BBA,Frente Amplio,2121,28
Montevideo,647,BBA,Frente Amplio,3311,5
Montevideo,647,BBA,Frente Amplio,6009,2
Montevideo,647,BBA,Frente Amplio,99738,5
Montevideo,647,BBA,Frente Amplio,181563,1
Montevideo,647,BBA,Frente Amplio,775005,5
Montevideo,647,BBA,Frente Amplio,1813800,1
Montevideo,648,BBA,Frente Amplio,90,26
Montevideo,648,BBA,Frente Amplio,329,8
Montevideo,648,BBA,Frente Amplio,609,72
Montevideo,648,BBA,Frente Amplio,611,2
Montevideo,648,BBA,Frente Amplio,711,22
Montevideo,648,BBA,Frente Amplio,890,1
Montevideo,648,BBA,Frente Amplio,906,1
Montevideo,648,BBA,Frente Amplio,1001,14
Montevideo,648,BBA,Frente Amplio,1419,2
Montevideo,648,BBA,Frente Amplio,1642,2
Montevideo,648,BBA,Frente Amplio,2121,21
Montevideo,648,BBA,Frente Amplio,3311,7
Montevideo,648,BBA,Frente Amplio,6009,1
Montevideo,648,BBA,Frente Amplio,99738,5
Montevideo,648,BBA,Frente Amplio,775005,3
Montevideo,648,BBA,Frente Amplio,1813800,1
Montevideo,649,BBA,Frente Amplio,90,25
Montevideo,649,BBA,Frente Amplio,329,8
Montevideo,649,BBA,Frente Amplio,609,73
Montevideo,649,BBA,Frente Amplio,611,1
Montevideo,649,BBA,Frente Amplio,642,2
Montevideo,649,BBA,Frente Amplio,711,28
Montevideo,649,BBA,Frente Amplio,764,1
Montevideo,649,BBA,Frente Amplio,871,2
Montevideo,649,BBA,Frente Amplio,890,3
Montevideo,649,BBA,Frente Amplio,906,3
Montevideo,649,BBA,Frente Amplio,1001,9
Montevideo,649,BBA,Frente Amplio,1303,1
Montevideo,649,BBA,Frente Amplio,1419,1
Montevideo,649,BBA,Frente Amplio,1642,1
Montevideo,649,BBA,Frente Amplio,2121,18
Montevideo,649,BBA,Frente Amplio,3311,10
Montevideo,649,BBA,Frente Amplio,6009,5
Montevideo,649,BBA,Frente Amplio,99738,5
Montevideo,649,BBA,Frente Amplio,775005,2
Montevideo,649,BBA,Frente Amplio,1813800,2
Montevideo,650,BBA,Frente Amplio,90,17
Montevideo,650,BBA,Frente Amplio,329,7
Montevideo,650,BBA,Frente Amplio,609,64
Montevideo,650,BBA,Frente Amplio,611,1
Montevideo,650,BBA,Frente Amplio,711,18
Montevideo,650,BBA,Frente Amplio,764,2
Montevideo,650,BBA,Frente Amplio,959,1
Montevideo,650,BBA,Frente Amplio,1001,8
Montevideo,650,BBA,Frente Amplio,1303,1
Montevideo,650,BBA,Frente Amplio,1642,1
Montevideo,650,BBA,Frente Amplio,1968,1
Montevideo,650,BBA,Frente Amplio,2121,15
Montevideo,650,BBA,Frente Amplio,3311,11
Montevideo,650,BBA,Frente Amplio,6009,1
Montevideo,650,BBA,Frente Amplio,7152,1
Montevideo,650,BBA,Frente Amplio,7373,3
Montevideo,650,BBA,Frente Amplio,99738,6
Montevideo,650,BBA,Frente Amplio,775005,4
Montevideo,650,BBA,Frente Amplio,1813800,1
Montevideo,651,BBA,Frente Amplio,90,16
Montevideo,651,BBA,Frente Amplio,329,8
Montevideo,651,BBA,Frente Amplio,609,65
Montevideo,651,BBA,Frente Amplio,611,2
Montevideo,651,BBA,Frente Amplio,642,2
Montevideo,651,BBA,Frente Amplio,711,32
Montevideo,651,BBA,Frente Amplio,764,1
Montevideo,651,BBA,Frente Amplio,871,1
Montevideo,651,BBA,Frente Amplio,906,1
Montevideo,651,BBA,Frente Amplio,1001,5
Montevideo,651,BBA,Frente Amplio,1642,1
Montevideo,651,BBA,Frente Amplio,2121,23
Montevideo,651,BBA,Frente Amplio,3311,8
Montevideo,651,BBA,Frente Amplio,6009,6
Montevideo,651,BBA,Frente Amplio,7373,2
Montevideo,651,BBA,Frente Amplio,99738,4
Montevideo,651,BBA,Frente Amplio,181563,2
Montevideo,651,BBA,Frente Amplio,775005,4
Montevideo,651,BBA,Frente Amplio,1813800,1
Montevideo,652,BBA,Frente Amplio,90,26
Montevideo,652,BBA,Frente Amplio,329,6
Montevideo,652,BBA,Frente Amplio,609,53
Montevideo,652,BBA,Frente Amplio,642,1
Montevideo,652,BBA,Frente Amplio,711,25
Montevideo,652,BBA,Frente Amplio,906,3
Montevideo,652,BBA,Frente Amplio,1001,6
Montevideo,652,BBA,Frente Amplio,1419,1
Montevideo,652,BBA,Frente Amplio,1642,1
Montevideo,652,BBA,Frente Amplio,2121,32
Montevideo,652,BBA,Frente Amplio,3311,5
Montevideo,652,BBA,Frente Amplio,6009,11
Montevideo,652,BBA,Frente Amplio,7152,1
Montevideo,652,BBA,Frente Amplio,99738,9
Montevideo,652,BBA,Frente Amplio,775005,4
Montevideo,653,BBA,Frente Amplio,90,21
Montevideo,653,BBA,Frente Amplio,329,9
Montevideo,653,BBA,Frente Amplio,609,77
Montevideo,653,BBA,Frente Amplio,611,1
Montevideo,653,BBA,Frente Amplio,711,33
Montevideo,653,BBA,Frente Amplio,764,1
Montevideo,653,BBA,Frente Amplio,1001,14
Montevideo,653,BBA,Frente Amplio,1303,5
Montevideo,653,BBA,Frente Amplio,1419,1
Montevideo,653,BBA,Frente Amplio,2121,14
Montevideo,653,BBA,Frente Amplio,3311,6
Montevideo,653,BBA,Frente Amplio,6009,6
Montevideo,653,BBA,Frente Amplio,7373,3
Montevideo,653,BBA,Frente Amplio,99738,19
Montevideo,653,BBA,Frente Amplio,775005,8
Montevideo,653,BBA,Frente Amplio,1813800,2
Montevideo,654,BBA,Frente Amplio,90,17
Montevideo,654,BBA,Frente Amplio,329,9
Montevideo,654,BBA,Frente Amplio,609,88
Montevideo,654,BBA,Frente Amplio,611,2
Montevideo,654,BBA,Frente Amplio,642,2
Montevideo,654,BBA,Frente Amplio,711,27
Montevideo,654,BBA,Frente Amplio,764,2
Montevideo,654,BBA,Frente Amplio,959,1
Montevideo,654,BBA,Frente Amplio,1001,11
Montevideo,654,BBA,Frente Amplio,1303,3
Montevideo,654,BBA,Frente Amplio,1968,1
Montevideo,654,BBA,Frente Amplio,2121,18
Montevideo,654,BBA,Frente Amplio,3041,1
Montevideo,654,BBA,Frente Amplio,3311,9
Montevideo,654,BBA,Frente Amplio,6009,6
Montevideo,654,BBA,Frente Amplio,7373,2
Montevideo,654,BBA,Frente Amplio,9393,2
Montevideo,654,BBA,Frente Amplio,99738,5
Montevideo,654,BBA,Frente Amplio,181563,1
Montevideo,654,BBA,Frente Amplio,775005,3
Montevideo,654,BBA,Frente Amplio,1813800,1
Montevideo,655,BBA,Frente Amplio,90,24
Montevideo,655,BBA,Frente Amplio,329,6
Montevideo,655,BBA,Frente Amplio,609,78
Montevideo,655,BBA,Frente Amplio,611,1
Montevideo,655,BBA,Frente Amplio,711,30
Montevideo,655,BBA,Frente Amplio,764,2
Montevideo,655,BBA,Frente Amplio,890,1
Montevideo,655,BBA,Frente Amplio,1001,12
Montevideo,655,BBA,Frente Amplio,2121,25
Montevideo,655,BBA,Frente Amplio,3311,8
Montevideo,655,BBA,Frente Amplio,6009,1
Montevideo,655,BBA,Frente Amplio,7373,1
Montevideo,655,BBA,Frente Amplio,99738,9
Montevideo,655,BBA,Frente Amplio,775005,2
Montevideo,655,BBA,Frente Amplio,1813800,1
Montevideo,656,BBA,Frente Amplio,90,31
Montevideo,656,BBA,Frente Amplio,329,6
Montevideo,656,BBA,Frente Amplio,609,71
Montevideo,656,BBA,Frente Amplio,642,4
Montevideo,656,BBA,Frente Amplio,711,45
Montevideo,656,BBA,Frente Amplio,906,1
Montevideo,656,BBA,Frente Amplio,1001,15
Montevideo,656,BBA,Frente Amplio,1303,1
Montevideo,656,BBA,Frente Amplio,1968,1
Montevideo,656,BBA,Frente Amplio,2121,20
Montevideo,656,BBA,Frente Amplio,3311,5
Montevideo,656,BBA,Frente Amplio,6009,10
Montevideo,656,BBA,Frente Amplio,7373,1
Montevideo,656,BBA,Frente Amplio,99738,4
Montevideo,656,BBA,Frente Amplio,181563,1
Montevideo,656,BBA,Frente Amplio,775005,5
Montevideo,657,BBA,Frente Amplio,90,20
Montevideo,657,BBA,Frente Amplio,329,4
Montevideo,657,BBA,Frente Amplio,609,71
Montevideo,657,BBA,Frente Amplio,642,3
Montevideo,657,BBA,Frente Amplio,711,28
Montevideo,657,BBA,Frente Amplio,764,1
Montevideo,657,BBA,Frente Amplio,906,6
Montevideo,657,BBA,Frente Amplio,1001,14
Montevideo,657,BBA,Frente Amplio,1303,1
Montevideo,657,BBA,Frente Amplio,1968,1
Montevideo,657,BBA,Frente Amplio,2121,17
Montevideo,657,BBA,Frente Amplio,3311,8
Montevideo,657,BBA,Frente Amplio,6009,3
Montevideo,657,BBA,Frente Amplio,7373,1
Montevideo,657,BBA,Frente Amplio,9393,1
Montevideo,657,BBA,Frente Amplio,99738,4
Montevideo,657,BBA,Frente Amplio,181563,1
Montevideo,657,BBA,Frente Amplio,775005,8
Montevideo,657,BBA,Frente Amplio,1813800,1
Montevideo,658,BBA,Frente Amplio,90,28
Montevideo,658,BBA,Frente Amplio,329,11
Montevideo,658,BBA,Frente Amplio,609,58
Montevideo,658,BBA,Frente Amplio,711,33
Montevideo,658,BBA,Frente Amplio,764,2
Montevideo,658,BBA,Frente Amplio,871,1
Montevideo,658,BBA,Frente Amplio,906,4
Montevideo,658,BBA,Frente Amplio,959,1
Montevideo,658,BBA,Frente Amplio,1001,13
Montevideo,658,BBA,Frente Amplio,1419,1
Montevideo,658,BBA,Frente Amplio,1642,4
Montevideo,658,BBA,Frente Amplio,2121,17
Montevideo,658,BBA,Frente Amplio,3311,13
Montevideo,658,BBA,Frente Amplio,6009,9
Montevideo,658,BBA,Frente Amplio,7373,2
Montevideo,658,BBA,Frente Amplio,9393,1
Montevideo,658,BBA,Frente Amplio,99738,7
Montevideo,658,BBA,Frente Amplio,775005,4
Montevideo,659,BBA,Frente Amplio,90,38
Montevideo,659,BBA,Frente Amplio,329,6
Montevideo,659,BBA,Frente Amplio,609,73
Montevideo,659,BBA,Frente Amplio,611,4
Montevideo,659,BBA,Frente Amplio,711,30
Montevideo,659,BBA,Frente Amplio,764,1
Montevideo,659,BBA,Frente Amplio,890,1
Montevideo,659,BBA,Frente Amplio,906,2
Montevideo,659,BBA,Frente Amplio,1001,5
Montevideo,659,BBA,Frente Amplio,1303,1
Montevideo,659,BBA,Frente Amplio,1642,2
Montevideo,659,BBA,Frente Amplio,2121,21
Montevideo,659,BBA,Frente Amplio,3311,8
Montevideo,659,BBA,Frente Amplio,6009,8
Montevideo,659,BBA,Frente Amplio,99738,2
Montevideo,659,BBA,Frente Amplio,181563,1
Montevideo,659,BBA,Frente Amplio,775005,4
Montevideo,659,BBA,Frente Amplio,1813800,1
Montevideo,660,BBA,Frente Amplio,90,22
Montevideo,660,BBA,Frente Amplio,329,10
Montevideo,660,BBA,Frente Amplio,609,70
Montevideo,660,BBA,Frente Amplio,611,1
Montevideo,660,BBA,Frente Amplio,711,41
Montevideo,660,BBA,Frente Amplio,906,1
Montevideo,660,BBA,Frente Amplio,1001,11
Montevideo,660,BBA,Frente Amplio,1303,1
Montevideo,660,BBA,Frente Amplio,1642,2
Montevideo,660,BBA,Frente Amplio,2121,13
Montevideo,660,BBA,Frente Amplio,3311,7
Montevideo,660,BBA,Frente Amplio,6009,25
Montevideo,660,BBA,Frente Amplio,7373,1
Montevideo,660,BBA,Frente Amplio,99738,6
Montevideo,660,BBA,Frente Amplio,181563,1
Montevideo,660,BBA,Frente Amplio,775005,1
Montevideo,660,BBA,Frente Amplio,1813800,2
Montevideo,661,BBA,Frente Amplio,90,15
Montevideo,661,BBA,Frente Amplio,329,7
Montevideo,661,BBA,Frente Amplio,609,68
Montevideo,661,BBA,Frente Amplio,611,3
Montevideo,661,BBA,Frente Amplio,642,2
Montevideo,661,BBA,Frente Amplio,711,34
Montevideo,661,BBA,Frente Amplio,764,2
Montevideo,661,BBA,Frente Amplio,890,1
Montevideo,661,BBA,Frente Amplio,906,5
Montevideo,661,BBA,Frente Amplio,1001,11
Montevideo,661,BBA,Frente Amplio,1303,1
Montevideo,661,BBA,Frente Amplio,1419,1
Montevideo,661,BBA,Frente Amplio,1642,1
Montevideo,661,BBA,Frente Amplio,1968,1
Montevideo,661,BBA,Frente Amplio,2121,10
Montevideo,661,BBA,Frente Amplio,3311,7
Montevideo,661,BBA,Frente Amplio,6009,11
Montevideo,661,BBA,Frente Amplio,7373,1
Montevideo,661,BBA,Frente Amplio,99738,5
Montevideo,661,BBA,Frente Amplio,181563,3
Montevideo,661,BBA,Frente Amplio,775005,7
Montevideo,661,BBA,Frente Amplio,1813800,4
Montevideo,662,BBA,Frente Amplio,90,25
Montevideo,662,BBA,Frente Amplio,329,2
Montevideo,662,BBA,Frente Amplio,609,85
Montevideo,662,BBA,Frente Amplio,642,1
Montevideo,662,BBA,Frente Amplio,711,21
Montevideo,662,BBA,Frente Amplio,906,2
Montevideo,662,BBA,Frente Amplio,1001,25
Montevideo,662,BBA,Frente Amplio,1968,1
Montevideo,662,BBA,Frente Amplio,2121,21
Montevideo,662,BBA,Frente Amplio,3311,1
Montevideo,662,BBA,Frente Amplio,6009,9
Montevideo,662,BBA,Frente Amplio,7373,1
Montevideo,662,BBA,Frente Amplio,99738,11
Montevideo,662,BBA,Frente Amplio,775005,3
Montevideo,663,BBA,Frente Amplio,90,26
Montevideo,663,BBA,Frente Amplio,329,14
Montevideo,663,BBA,Frente Amplio,609,76
Montevideo,663,BBA,Frente Amplio,642,2
Montevideo,663,BBA,Frente Amplio,711,30
Montevideo,663,BBA,Frente Amplio,871,3
Montevideo,663,BBA,Frente Amplio,906,1
Montevideo,663,BBA,Frente Amplio,1001,11
Montevideo,663,BBA,Frente Amplio,1642,2
Montevideo,663,BBA,Frente Amplio,1968,1
Montevideo,663,BBA,Frente Amplio,2121,29
Montevideo,663,BBA,Frente Amplio,3311,8
Montevideo,663,BBA,Frente Amplio,6009,2
Montevideo,663,BBA,Frente Amplio,7373,3
Montevideo,663,BBA,Frente Amplio,99738,4
Montevideo,663,BBA,Frente Amplio,181563,1
Montevideo,663,BBA,Frente Amplio,775005,3
Montevideo,664,BBA,Frente Amplio,90,23
Montevideo,664,BBA,Frente Amplio,329,4
Montevideo,664,BBA,Frente Amplio,609,80
Montevideo,664,BBA,Frente Amplio,611,3
Montevideo,664,BBA,Frente Amplio,711,34
Montevideo,664,BBA,Frente Amplio,871,1
Montevideo,664,BBA,Frente Amplio,906,2
Montevideo,664,BBA,Frente Amplio,1001,15
Montevideo,664,BBA,Frente Amplio,1419,2
Montevideo,664,BBA,Frente Amplio,1642,5
Montevideo,664,BBA,Frente Amplio,2121,26
Montevideo,664,BBA,Frente Amplio,3311,3
Montevideo,664,BBA,Frente Amplio,6009,6
Montevideo,664,BBA,Frente Amplio,7373,5
Montevideo,664,BBA,Frente Amplio,99738,9
Montevideo,664,BBA,Frente Amplio,775005,4
Montevideo,664,BBA,Frente Amplio,1813800,1
Montevideo,665,BBA,Frente Amplio,90,38
Montevideo,665,BBA,Frente Amplio,329,5
Montevideo,665,BBA,Frente Amplio,609,83
Montevideo,665,BBA,Frente Amplio,642,1
Montevideo,665,BBA,Frente Amplio,711,25
Montevideo,665,BBA,Frente Amplio,871,2
Montevideo,665,BBA,Frente Amplio,906,1
Montevideo,665,BBA,Frente Amplio,959,1
Montevideo,665,BBA,Frente Amplio,1001,12
Montevideo,665,BBA,Frente Amplio,1968,1
Montevideo,665,BBA,Frente Amplio,2121,35
Montevideo,665,BBA,Frente Amplio,3311,6
Montevideo,665,BBA,Frente Amplio,6009,10
Montevideo,665,BBA,Frente Amplio,7373,1
Montevideo,665,BBA,Frente Amplio,9393,1
Montevideo,665,BBA,Frente Amplio,99738,6
Montevideo,665,BBA,Frente Amplio,775005,5
Montevideo,666,BBA,Frente Amplio,90,23
Montevideo,666,BBA,Frente Amplio,329,12
Montevideo,666,BBA,Frente Amplio,609,74
Montevideo,666,BBA,Frente Amplio,611,2
Montevideo,666,BBA,Frente Amplio,642,1
Montevideo,666,BBA,Frente Amplio,711,30
Montevideo,666,BBA,Frente Amplio,764,2
Montevideo,666,BBA,Frente Amplio,890,1
Montevideo,666,BBA,Frente Amplio,906,2
Montevideo,666,BBA,Frente Amplio,1001,14
Montevideo,666,BBA,Frente Amplio,1642,4
Montevideo,666,BBA,Frente Amplio,1968,1
Montevideo,666,BBA,Frente Amplio,2121,37
Montevideo,666,BBA,Frente Amplio,3311,8
Montevideo,666,BBA,Frente Amplio,6009,7
Montevideo,666,BBA,Frente Amplio,7373,1
Montevideo,666,BBA,Frente Amplio,99738,9
Montevideo,666,BBA,Frente Amplio,181563,1
Montevideo,666,BBA,Frente Amplio,775005,4
Montevideo,666,BBA,Frente Amplio,1813800,1
Montevideo,667,BBA,Frente Amplio,90,21
Montevideo,667,BBA,Frente Amplio,329,4
Montevideo,667,BBA,Frente Amplio,609,82
Montevideo,667,BBA,Frente Amplio,611,3
Montevideo,667,BBA,Frente Amplio,642,1
Montevideo,667,BBA,Frente Amplio,711,25
Montevideo,667,BBA,Frente Amplio,764,1
Montevideo,667,BBA,Frente Amplio,890,1
Montevideo,667,BBA,Frente Amplio,906,10
Montevideo,667,BBA,Frente Amplio,959,1
Montevideo,667,BBA,Frente Amplio,1001,9
Montevideo,667,BBA,Frente Amplio,1303,1
Montevideo,667,BBA,Frente Amplio,1419,2
Montevideo,667,BBA,Frente Amplio,1642,1
Montevideo,667,BBA,Frente Amplio,1968,1
Montevideo,667,BBA,Frente Amplio,2121,21
Montevideo,667,BBA,Frente Amplio,3311,6
Montevideo,667,BBA,Frente Amplio,6009,8
Montevideo,667,BBA,Frente Amplio,99738,3
Montevideo,667,BBA,Frente Amplio,181563,2
Montevideo,667,BBA,Frente Amplio,775005,15
Montevideo,667,BBA,Frente Amplio,1813800,2
Montevideo,668,BBA,Frente Amplio,90,25
Montevideo,668,BBA,Frente Amplio,329,4
Montevideo,668,BBA,Frente Amplio,609,63
Montevideo,668,BBA,Frente Amplio,642,1
Montevideo,668,BBA,Frente Amplio,711,21
Montevideo,668,BBA,Frente Amplio,764,1
Montevideo,668,BBA,Frente Amplio,890,1
Montevideo,668,BBA,Frente Amplio,906,3
Montevideo,668,BBA,Frente Amplio,959,1
Montevideo,668,BBA,Frente Amplio,1001,25
Montevideo,668,BBA,Frente Amplio,1303,7
Montevideo,668,BBA,Frente Amplio,1419,1
Montevideo,668,BBA,Frente Amplio,1968,1
Montevideo,668,BBA,Frente Amplio,2121,32
Montevideo,668,BBA,Frente Amplio,3311,8
Montevideo,668,BBA,Frente Amplio,6009,7
Montevideo,668,BBA,Frente Amplio,7373,3
Montevideo,668,BBA,Frente Amplio,9393,2
Montevideo,668,BBA,Frente Amplio,99738,7
Montevideo,668,BBA,Frente Amplio,775005,7
Montevideo,668,BBA,Frente Amplio,1813800,5
Montevideo,669,BBA,Frente Amplio,90,30
Montevideo,669,BBA,Frente Amplio,329,9
Montevideo,669,BBA,Frente Amplio,609,62
Montevideo,669,BBA,Frente Amplio,611,2
Montevideo,669,BBA,Frente Amplio,711,23
Montevideo,669,BBA,Frente Amplio,764,1
Montevideo,669,BBA,Frente Amplio,959,1
Montevideo,669,BBA,Frente Amplio,1001,13
Montevideo,669,BBA,Frente Amplio,1303,2
Montevideo,669,BBA,Frente Amplio,1419,3
Montevideo,669,BBA,Frente Amplio,1642,2
Montevideo,669,BBA,Frente Amplio,1968,2
Montevideo,669,BBA,Frente Amplio,2121,32
Montevideo,669,BBA,Frente Amplio,3311,4
Montevideo,669,BBA,Frente Amplio,6009,20
Montevideo,669,BBA,Frente Amplio,7373,1
Montevideo,669,BBA,Frente Amplio,99738,6
Montevideo,669,BBA,Frente Amplio,775005,5
Montevideo,669,BBA,Frente Amplio,1813800,1
Montevideo,670,BBA,Frente Amplio,90,16
Montevideo,670,BBA,Frente Amplio,329,9
Montevideo,670,BBA,Frente Amplio,609,81
Montevideo,670,BBA,Frente Amplio,611,1
Montevideo,670,BBA,Frente Amplio,711,35
Montevideo,670,BBA,Frente Amplio,906,3
Montevideo,670,BBA,Frente Amplio,959,1
Montevideo,670,BBA,Frente Amplio,1001,10
Montevideo,670,BBA,Frente Amplio,1303,1
Montevideo,670,BBA,Frente Amplio,1642,1
Montevideo,670,BBA,Frente Amplio,1968,1
Montevideo,670,BBA,Frente Amplio,2121,27
Montevideo,670,BBA,Frente Amplio,3041,1
Montevideo,670,BBA,Frente Amplio,3311,8
Montevideo,670,BBA,Frente Amplio,6009,6
Montevideo,670,BBA,Frente Amplio,7373,2
Montevideo,670,BBA,Frente Amplio,9393,1
Montevideo,670,BBA,Frente Amplio,99738,6
Montevideo,670,BBA,Frente Amplio,181563,3
Montevideo,670,BBA,Frente Amplio,775005,2
Montevideo,670,BBA,Frente Amplio,1813800,4
Montevideo,671,BBA,Frente Amplio,90,17
Montevideo,671,BBA,Frente Amplio,329,8
Montevideo,671,BBA,Frente Amplio,609,86
Montevideo,671,BBA,Frente Amplio,611,1
Montevideo,671,BBA,Frente Amplio,642,2
Montevideo,671,BBA,Frente Amplio,711,29
Montevideo,671,BBA,Frente Amplio,764,2
Montevideo,671,BBA,Frente Amplio,906,2
Montevideo,671,BBA,Frente Amplio,1001,15
Montevideo,671,BBA,Frente Amplio,1642,2
Montevideo,671,BBA,Frente Amplio,2121,24
Montevideo,671,BBA,Frente Amplio,3311,11
Montevideo,671,BBA,Frente Amplio,6009,11
Montevideo,671,BBA,Frente Amplio,7373,3
Montevideo,671,BBA,Frente Amplio,99738,5
Montevideo,671,BBA,Frente Amplio,775005,7
Montevideo,671,BBA,Frente Amplio,1813800,2
Montevideo,672,BBA,Frente Amplio,90,28
Montevideo,672,BBA,Frente Amplio,329,6
Montevideo,672,BBA,Frente Amplio,609,80
Montevideo,672,BBA,Frente Amplio,611,1
Montevideo,672,BBA,Frente Amplio,642,2
Montevideo,672,BBA,Frente Amplio,711,14
Montevideo,672,BBA,Frente Amplio,764,2
Montevideo,672,BBA,Frente Amplio,1001,17
Montevideo,672,BBA,Frente Amplio,1303,1
Montevideo,672,BBA,Frente Amplio,1419,1
Montevideo,672,BBA,Frente Amplio,1642,3
Montevideo,672,BBA,Frente Amplio,1968,1
Montevideo,672,BBA,Frente Amplio,2121,17
Montevideo,672,BBA,Frente Amplio,3041,1
Montevideo,672,BBA,Frente Amplio,3311,6
Montevideo,672,BBA,Frente Amplio,6009,9
Montevideo,672,BBA,Frente Amplio,7373,3
Montevideo,672,BBA,Frente Amplio,99738,12
Montevideo,672,BBA,Frente Amplio,775005,2
Montevideo,673,BBA,Frente Amplio,90,22
Montevideo,673,BBA,Frente Amplio,329,4
Montevideo,673,BBA,Frente Amplio,609,67
Montevideo,673,BBA,Frente Amplio,611,1
Montevideo,673,BBA,Frente Amplio,711,32
Montevideo,673,BBA,Frente Amplio,1001,21
Montevideo,673,BBA,Frente Amplio,1303,1
Montevideo,673,BBA,Frente Amplio,1419,2
Montevideo,673,BBA,Frente Amplio,1642,3
Montevideo,673,BBA,Frente Amplio,2121,34
Montevideo,673,BBA,Frente Amplio,3311,8
Montevideo,673,BBA,Frente Amplio,6009,12
Montevideo,673,BBA,Frente Amplio,7373,1
Montevideo,673,BBA,Frente Amplio,9393,2
Montevideo,673,BBA,Frente Amplio,99738,13
Montevideo,673,BBA,Frente Amplio,181563,2
Montevideo,673,BBA,Frente Amplio,775005,5
Montevideo,673,BBA,Frente Amplio,1813800,3
Montevideo,674,BBA,Frente Amplio,90,13
Montevideo,674,BBA,Frente Amplio,329,9
Montevideo,674,BBA,Frente Amplio,609,85
Montevideo,674,BBA,Frente Amplio,642,2
Montevideo,674,BBA,Frente Amplio,711,23
Montevideo,674,BBA,Frente Amplio,906,1
