DEPARTAMENTO,CIRCUITO,SERIE,LEMA,HOJA,CANTIDAD VOTOS
Montevideo,674,BBA,Frente Amplio,959,1
Montevideo,674,BBA,Frente Amplio,1001,11
Montevideo,674,BBA,Frente Amplio,1303,1
Montevideo,674,BBA,Frente Amplio,1642,2
Montevideo,674,BBA,Frente Amplio,1968,1
Montevideo,674,BBA,Frente Amplio,2121,31
Montevideo,674,BBA,Frente Amplio,3311,6
Montevideo,674,BBA,Frente Amplio,6009,11
Montevideo,674,BBA,Frente Amplio,7373,1
Montevideo,674,BBA,Frente Amplio,99738,6
Montevideo,674,BBA,Frente Amplio,775005,3
Montevideo,674,BBA,Frente Amplio,1813800,4
Montevideo,675,BBA,Frente Amplio,90,25
Montevideo,675,BBA,Frente Amplio,329,5
Montevideo,675,BBA,Frente Amplio,609,81
Montevideo,675,BBA,Frente Amplio,642,3
Montevideo,675,BBA,Frente Amplio,711,18
Montevideo,675,BBA,Frente Amplio,764,1
Montevideo,675,BBA,Frente Amplio,871,2
Montevideo,675,BBA,Frente Amplio,890,1
Montevideo,675,BBA,Frente Amplio,1001,14
Montevideo,675,BBA,Frente Amplio,1419,1
Montevideo,675,BBA,Frente Amplio,1968,3
Montevideo,675,BBA,Frente Amplio,2121,27
Montevideo,675,BBA,Frente Amplio,3041,3
Montevideo,675,BBA,Frente Amplio,3311,12
Montevideo,675,BBA,Frente Amplio,6009,11
Montevideo,675,BBA,Frente Amplio,7373,2
Montevideo,675,BBA,Frente Amplio,99738,7
Montevideo,675,BBA,Frente Amplio,775005,7
Montevideo,675,BBA,Frente Amplio,1813800,2
Montevideo,676,BBA,Frente Amplio,90,18
Montevideo,676,BBA,Frente Amplio,329,11
Montevideo,676,BBA,Frente Amplio,609,83
Montevideo,676,BBA,Frente Amplio,611,3
Montevideo,676,BBA,Frente Amplio,711,26
Montevideo,676,BBA,Frente Amplio,871,1
Montevideo,676,BBA,Frente Amplio,906,4
Montevideo,676,BBA,Frente Amplio,1001,13
Montevideo,676,BBA,Frente Amplio,1303,1
Montevideo,676,BBA,Frente Amplio,1419,1
Montevideo,676,BBA,Frente Amplio,1642,1
Montevideo,676,BBA,Frente Amplio,2121,37
Montevideo,676,BBA,Frente Amplio,3041,1
Montevideo,676,BBA,Frente Amplio,3311,5
Montevideo,676,BBA,Frente Amplio,6009,12
Montevideo,676,BBA,Frente Amplio,7373,1
Montevideo,676,BBA,Frente Amplio,9393,1
Montevideo,676,BBA,Frente Amplio,99738,10
Montevideo,676,BBA,Frente Amplio,775005,4
Montevideo,677,BBA,Frente Amplio,90,26
Montevideo,677,BBA,Frente Amplio,329,7
Montevideo,677,BBA,Frente Amplio,609,83
Montevideo,677,BBA,Frente Amplio,611,1
Montevideo,677,BBA,Frente Amplio,642,2
Montevideo,677,BBA,Frente Amplio,711,22
Montevideo,677,BBA,Frente Amplio,764,1
Montevideo,677,BBA,Frente Amplio,906,6
Montevideo,677,BBA,Frente Amplio,1001,17
Montevideo,677,BBA,Frente Amplio,1303,1
Montevideo,677,BBA,Frente Amplio,1642,1
Montevideo,677,BBA,Frente Amplio,2121,30
Montevideo,677,BBA,Frente Amplio,3311,7
Montevideo,677,BBA,Frente Amplio,6009,10
Montevideo,677,BBA,Frente Amplio,7373,1
Montevideo,677,BBA,Frente Amplio,99738,7
Montevideo,677,BBA,Frente Amplio,775005,6
Montevideo,677,BBA,Frente Amplio,1813800,1
Montevideo,678,BBA,Frente Amplio,90,22
Montevideo,678,BBA,Frente Amplio,329,6
Montevideo,678,BBA,Frente Amplio,609,108
Montevideo,678,BBA,Frente Amplio,611,3
Montevideo,678,BBA,Frente Amplio,711,27
Montevideo,678,BBA,Frente Amplio,764,2
Montevideo,678,BBA,Frente Amplio,871,1
Montevideo,678,BBA,Frente Amplio,959,1
Montevideo,678,BBA,Frente Amplio,1001,10
Montevideo,678,BBA,Frente Amplio,1419,3
Montevideo,678,BBA,Frente Amplio,1642,1
Montevideo,678,BBA,Frente Amplio,2121,22
Montevideo,678,BBA,Frente Amplio,3311,8
Montevideo,678,BBA,Frente Amplio,6009,5
Montevideo,678,BBA,Frente Amplio,7373,3
Montevideo,678,BBA,Frente Amplio,99738,4
Montevideo,678,BBA,Frente Amplio,775005,8
Montevideo,678,BBA,Frente Amplio,1813800,1
Montevideo,679,BBA,Frente Amplio,90,20
Montevideo,679,BBA,Frente Amplio,329,6
Montevideo,679,BBA,Frente Amplio,609,109
Montevideo,679,BBA,Frente Amplio,611,1
Montevideo,679,BBA,Frente Amplio,642,1
Montevideo,679,BBA,Frente Amplio,711,27
Montevideo,679,BBA,Frente Amplio,890,1
Montevideo,679,BBA,Frente Amplio,906,1
Montevideo,679,BBA,Frente Amplio,1001,10
Montevideo,679,BBA,Frente Amplio,1303,1
Montevideo,679,BBA,Frente Amplio,1642,3
Montevideo,679,BBA,Frente Amplio,2121,25
Montevideo,679,BBA,Frente Amplio,3311,7
Montevideo,679,BBA,Frente Amplio,6009,2
Montevideo,679,BBA,Frente Amplio,7373,2
Montevideo,679,BBA,Frente Amplio,99738,6
Montevideo,679,BBA,Frente Amplio,775005,11
Montevideo,680,BBA,Frente Amplio,90,10
Montevideo,680,BBA,Frente Amplio,329,9
Montevideo,680,BBA,Frente Amplio,609,85
Montevideo,680,BBA,Frente Amplio,611,1
Montevideo,680,BBA,Frente Amplio,642,1
Montevideo,680,BBA,Frente Amplio,711,33
Montevideo,680,BBA,Frente Amplio,906,1
Montevideo,680,BBA,Frente Amplio,1001,6
Montevideo,680,BBA,Frente Amplio,1303,1
Montevideo,680,BBA,Frente Amplio,1642,1
Montevideo,680,BBA,Frente Amplio,1968,1
Montevideo,680,BBA,Frente Amplio,2121,18
Montevideo,680,BBA,Frente Amplio,3311,9
Montevideo,680,BBA,Frente Amplio,6009,9
Montevideo,680,BBA,Frente Amplio,99738,12
Montevideo,680,BBA,Frente Amplio,775005,6
Montevideo,680,BBA,Frente Amplio,1813800,1
Montevideo,681,BBA,Frente Amplio,90,29
Montevideo,681,BBA,Frente Amplio,329,7
Montevideo,681,BBA,Frente Amplio,609,95
Montevideo,681,BBA,Frente Amplio,611,1
Montevideo,681,BBA,Frente Amplio,642,3
Montevideo,681,BBA,Frente Amplio,711,24
Montevideo,681,BBA,Frente Amplio,764,5
Montevideo,681,BBA,Frente Amplio,906,5
Montevideo,681,BBA,Frente Amplio,1001,8
Montevideo,681,BBA,Frente Amplio,1303,3
Montevideo,681,BBA,Frente Amplio,1642,1
Montevideo,681,BBA,Frente Amplio,2121,27
Montevideo,681,BBA,Frente Amplio,3311,3
Montevideo,681,BBA,Frente Amplio,6009,2
Montevideo,681,BBA,Frente Amplio,9393,1
Montevideo,681,BBA,Frente Amplio,99738,8
Montevideo,681,BBA,Frente Amplio,775005,14
Montevideo,682,BBA,Frente Amplio,90,24
Montevideo,682,BBA,Frente Amplio,329,4
Montevideo,682,BBA,Frente Amplio,609,84
Montevideo,682,BBA,Frente Amplio,611,4
Montevideo,682,BBA,Frente Amplio,711,19
Montevideo,682,BBA,Frente Amplio,764,1
Montevideo,682,BBA,Frente Amplio,890,1
Montevideo,682,BBA,Frente Amplio,1001,21
Montevideo,682,BBA,Frente Amplio,1303,1
Montevideo,682,BBA,Frente Amplio,1419,4
Montevideo,682,BBA,Frente Amplio,1642,2
Montevideo,682,BBA,Frente Amplio,2121,34
Montevideo,682,BBA,Frente Amplio,3311,7
Montevideo,682,BBA,Frente Amplio,6009,6
Montevideo,682,BBA,Frente Amplio,7373,1
Montevideo,682,BBA,Frente Amplio,99738,7
Montevideo,682,BBA,Frente Amplio,775005,8
Montevideo,683,BBA,Frente Amplio,90,12
Montevideo,683,BBA,Frente Amplio,329,8
Montevideo,683,BBA,Frente Amplio,609,104
Montevideo,683,BBA,Frente Amplio,611,1
Montevideo,683,BBA,Frente Amplio,711,23
Montevideo,683,BBA,Frente Amplio,764,4
Montevideo,683,BBA,Frente Amplio,906,3
Montevideo,683,BBA,Frente Amplio,1001,8
Montevideo,683,BBA,Frente Amplio,1642,2
Montevideo,683,BBA,Frente Amplio,1968,1
Montevideo,683,BBA,Frente Amplio,2121,20
Montevideo,683,BBA,Frente Amplio,3311,3
Montevideo,683,BBA,Frente Amplio,6009,18
Montevideo,683,BBA,Frente Amplio,7373,3
Montevideo,683,BBA,Frente Amplio,9393,2
Montevideo,683,BBA,Frente Amplio,99738,5
Montevideo,683,BBA,Frente Amplio,775005,11
Montevideo,683,BBA,Frente Amplio,1813800,1
Montevideo,684,BBA,Frente Amplio,90,22
Montevideo,684,BBA,Frente Amplio,329,13
Montevideo,684,BBA,Frente Amplio,609,82
Montevideo,684,BBA,Frente Amplio,611,5
Montevideo,684,BBA,Frente Amplio,642,3
Montevideo,684,BBA,Frente Amplio,711,25
Montevideo,684,BBA,Frente Amplio,764,1
Montevideo,684,BBA,Frente Amplio,890,2
Montevideo,684,BBA,Frente Amplio,959,1
Montevideo,684,BBA,Frente Amplio,1001,11
Montevideo,684,BBA,Frente Amplio,1303,6
Montevideo,684,BBA,Frente Amplio,1968,1
Montevideo,684,BBA,Frente Amplio,2121,20
Montevideo,684,BBA,Frente Amplio,3041,1
Montevideo,684,BBA,Frente Amplio,3311,9
Montevideo,684,BBA,Frente Amplio,6009,15
Montevideo,684,BBA,Frente Amplio,7373,2
Montevideo,684,BBA,Frente Amplio,9393,1
Montevideo,684,BBA,Frente Amplio,99738,11
Montevideo,684,BBA,Frente Amplio,181563,2
Montevideo,684,BBA,Frente Amplio,775005,4
Montevideo,684,BBA,Frente Amplio,1813800,2
Montevideo,685,BBA,Frente Amplio,90,9
Montevideo,685,BBA,Frente Amplio,329,7
Montevideo,685,BBA,Frente Amplio,609,86
Montevideo,685,BBA,Frente Amplio,711,25
Montevideo,685,BBA,Frente Amplio,959,1
Montevideo,685,BBA,Frente Amplio,1001,10
Montevideo,685,BBA,Frente Amplio,1419,1
Montevideo,685,BBA,Frente Amplio,1642,1
Montevideo,685,BBA,Frente Amplio,2121,21
Montevideo,685,BBA,Frente Amplio,3311,7
Montevideo,685,BBA,Frente Amplio,6009,7
Montevideo,685,BBA,Frente Amplio,99738,13
Montevideo,685,BBA,Frente Amplio,775005,4
Montevideo,686,BBA,Frente Amplio,90,15
Montevideo,686,BBA,Frente Amplio,329,1
Montevideo,686,BBA,Frente Amplio,609,111
Montevideo,686,BBA,Frente Amplio,642,7
Montevideo,686,BBA,Frente Amplio,711,20
Montevideo,686,BBA,Frente Amplio,764,2
Montevideo,686,BBA,Frente Amplio,906,1
Montevideo,686,BBA,Frente Amplio,1001,12
Montevideo,686,BBA,Frente Amplio,1303,2
Montevideo,686,BBA,Frente Amplio,1642,1
Montevideo,686,BBA,Frente Amplio,1968,1
Montevideo,686,BBA,Frente Amplio,2121,22
Montevideo,686,BBA,Frente Amplio,3311,10
Montevideo,686,BBA,Frente Amplio,6009,10
Montevideo,686,BBA,Frente Amplio,7373,1
Montevideo,686,BBA,Frente Amplio,99738,2
Montevideo,686,BBA,Frente Amplio,775005,6
Montevideo,686,BBA,Frente Amplio,1813800,3
Montevideo,687,BBA,Frente Amplio,90,17
Montevideo,687,BBA,Frente Amplio,329,4
Montevideo,687,BBA,Frente Amplio,609,109
Montevideo,687,BBA,Frente Amplio,711,29
Montevideo,687,BBA,Frente Amplio,764,1
Montevideo,687,BBA,Frente Amplio,1001,6
Montevideo,687,BBA,Frente Amplio,1303,1
Montevideo,687,BBA,Frente Amplio,1642,2
Montevideo,687,BBA,Frente Amplio,2121,16
Montevideo,687,BBA,Frente Amplio,3311,8
Montevideo,687,BBA,Frente Amplio,6009,6
Montevideo,687,BBA,Frente Amplio,7373,1
Montevideo,687,BBA,Frente Amplio,9393,2
Montevideo,687,BBA,Frente Amplio,99738,13
Montevideo,687,BBA,Frente Amplio,181563,2
Montevideo,687,BBA,Frente Amplio,775005,4
Montevideo,688,BBA,Frente Amplio,90,13
Montevideo,688,BBA,Frente Amplio,329,5
Montevideo,688,BBA,Frente Amplio,609,109
Montevideo,688,BBA,Frente Amplio,642,1
Montevideo,688,BBA,Frente Amplio,711,26
Montevideo,688,BBA,Frente Amplio,764,1
Montevideo,688,BBA,Frente Amplio,1001,10
Montevideo,688,BBA,Frente Amplio,1642,2
Montevideo,688,BBA,Frente Amplio,2121,24
Montevideo,688,BBA,Frente Amplio,3311,7
Montevideo,688,BBA,Frente Amplio,6009,13
Montevideo,688,BBA,Frente Amplio,99738,6
Montevideo,688,BBA,Frente Amplio,775005,5
Montevideo,689,BBA,Frente Amplio,90,7
Montevideo,689,BBA,Frente Amplio,329,1
Montevideo,689,BBA,Frente Amplio,609,122
Montevideo,689,BBA,Frente Amplio,711,38
Montevideo,689,BBA,Frente Amplio,764,2
Montevideo,689,BBA,Frente Amplio,890,1
Montevideo,689,BBA,Frente Amplio,906,1
Montevideo,689,BBA,Frente Amplio,1001,10
Montevideo,689,BBA,Frente Amplio,1303,2
Montevideo,689,BBA,Frente Amplio,1419,1
Montevideo,689,BBA,Frente Amplio,1642,2
Montevideo,689,BBA,Frente Amplio,1968,1
Montevideo,689,BBA,Frente Amplio,2121,23
Montevideo,689,BBA,Frente Amplio,3041,1
Montevideo,689,BBA,Frente Amplio,3311,6
Montevideo,689,BBA,Frente Amplio,6009,4
Montevideo,689,BBA,Frente Amplio,7373,1
Montevideo,689,BBA,Frente Amplio,99738,11
Montevideo,689,BBA,Frente Amplio,181563,1
Montevideo,689,BBA,Frente Amplio,775005,7
Montevideo,690,BBA,Frente Amplio,90,10
Montevideo,690,BBA,Frente Amplio,329,1
Montevideo,690,BBA,Frente Amplio,609,132
Montevideo,690,BBA,Frente Amplio,611,5
Montevideo,690,BBA,Frente Amplio,642,2
Montevideo,690,BBA,Frente Amplio,711,30
Montevideo,690,BBA,Frente Amplio,764,1
Montevideo,690,BBA,Frente Amplio,1001,9
Montevideo,690,BBA,Frente Amplio,1303,1
Montevideo,690,BBA,Frente Amplio,1968,1
Montevideo,690,BBA,Frente Amplio,2121,16
Montevideo,690,BBA,Frente Amplio,3311,5
Montevideo,690,BBA,Frente Amplio,6009,7
Montevideo,690,BBA,Frente Amplio,99738,8
Montevideo,690,BBA,Frente Amplio,181563,4
Montevideo,690,BBA,Frente Amplio,775005,5
Montevideo,690,BBA,Frente Amplio,1813800,3
Montevideo,691,BBB,Frente Amplio,90,17
Montevideo,691,BBB,Frente Amplio,329,3
Montevideo,691,BBB,Frente Amplio,609,23
Montevideo,691,BBB,Frente Amplio,611,1
Montevideo,691,BBB,Frente Amplio,711,7
Montevideo,691,BBB,Frente Amplio,871,1
Montevideo,691,BBB,Frente Amplio,890,1
Montevideo,691,BBB,Frente Amplio,906,6
Montevideo,691,BBB,Frente Amplio,1001,7
Montevideo,691,BBB,Frente Amplio,1642,2
Montevideo,691,BBB,Frente Amplio,2121,6
Montevideo,691,BBB,Frente Amplio,3041,1
Montevideo,691,BBB,Frente Amplio,3311,4
Montevideo,691,BBB,Frente Amplio,6009,1
Montevideo,691,BBB,Frente Amplio,99738,5
Montevideo,692,BBB,Frente Amplio,90,13
Montevideo,692,BBB,Frente Amplio,329,2
Montevideo,692,BBB,Frente Amplio,609,25
Montevideo,692,BBB,Frente Amplio,711,14
Montevideo,692,BBB,Frente Amplio,764,1
Montevideo,692,BBB,Frente Amplio,890,2
Montevideo,692,BBB,Frente Amplio,1001,6
Montevideo,692,BBB,Frente Amplio,2121,14
Montevideo,692,BBB,Frente Amplio,3311,6
Montevideo,692,BBB,Frente Amplio,7373,2
Montevideo,692,BBB,Frente Amplio,99738,4
Montevideo,692,BBB,Frente Amplio,775005,2
Montevideo,692,BBB,Frente Amplio,1813800,1
Montevideo,693,BBB,Frente Amplio,90,21
Montevideo,693,BBB,Frente Amplio,329,4
Montevideo,693,BBB,Frente Amplio,609,31
Montevideo,693,BBB,Frente Amplio,711,23
Montevideo,693,BBB,Frente Amplio,764,1
Montevideo,693,BBB,Frente Amplio,1001,12
Montevideo,693,BBB,Frente Amplio,1303,1
Montevideo,693,BBB,Frente Amplio,1642,1
Montevideo,693,BBB,Frente Amplio,2121,14
Montevideo,693,BBB,Frente Amplio,3311,1
Montevideo,693,BBB,Frente Amplio,99738,4
Montevideo,693,BBB,Frente Amplio,181563,1
Montevideo,693,BBB,Frente Amplio,775005,1
Montevideo,693,BBB,Frente Amplio,1813800,1
Montevideo,694,BBB,Frente Amplio,90,26
Montevideo,694,BBB,Frente Amplio,329,7
Montevideo,694,BBB,Frente Amplio,609,28
Montevideo,694,BBB,Frente Amplio,611,5
Montevideo,694,BBB,Frente Amplio,642,3
Montevideo,694,BBB,Frente Amplio,711,19
Montevideo,694,BBB,Frente Amplio,906,2
Montevideo,694,BBB,Frente Amplio,1001,11
Montevideo,694,BBB,Frente Amplio,1303,1
Montevideo,694,BBB,Frente Amplio,1419,1
Montevideo,694,BBB,Frente Amplio,2121,13
Montevideo,694,BBB,Frente Amplio,3311,6
Montevideo,694,BBB,Frente Amplio,6009,4
Montevideo,694,BBB,Frente Amplio,99738,8
Montevideo,694,BBB,Frente Amplio,775005,1
Montevideo,695,BBB,Frente Amplio,90,23
Montevideo,695,BBB,Frente Amplio,329,5
Montevideo,695,BBB,Frente Amplio,609,44
Montevideo,695,BBB,Frente Amplio,642,1
Montevideo,695,BBB,Frente Amplio,711,26
Montevideo,695,BBB,Frente Amplio,764,1
Montevideo,695,BBB,Frente Amplio,890,1
Montevideo,695,BBB,Frente Amplio,906,3
Montevideo,695,BBB,Frente Amplio,1001,12
Montevideo,695,BBB,Frente Amplio,1303,1
Montevideo,695,BBB,Frente Amplio,1968,1
Montevideo,695,BBB,Frente Amplio,2121,15
Montevideo,695,BBB,Frente Amplio,3311,4
Montevideo,695,BBB,Frente Amplio,99738,11
Montevideo,695,BBB,Frente Amplio,775005,9
Montevideo,696,BBB,Frente Amplio,90,21
Montevideo,696,BBB,Frente Amplio,329,9
Montevideo,696,BBB,Frente Amplio,609,50
Montevideo,696,BBB,Frente Amplio,642,3
Montevideo,696,BBB,Frente Amplio,711,28
Montevideo,696,BBB,Frente Amplio,906,2
Montevideo,696,BBB,Frente Amplio,1001,10
Montevideo,696,BBB,Frente Amplio,1642,1
Montevideo,696,BBB,Frente Amplio,2121,11
Montevideo,696,BBB,Frente Amplio,3041,1
Montevideo,696,BBB,Frente Amplio,3311,10
Montevideo,696,BBB,Frente Amplio,6009,4
Montevideo,696,BBB,Frente Amplio,7373,2
Montevideo,696,BBB,Frente Amplio,9393,1
Montevideo,696,BBB,Frente Amplio,99738,6
Montevideo,696,BBB,Frente Amplio,775005,3
Montevideo,697,BBB,Frente Amplio,90,22
Montevideo,697,BBB,Frente Amplio,329,5
Montevideo,697,BBB,Frente Amplio,609,44
Montevideo,697,BBB,Frente Amplio,642,1
Montevideo,697,BBB,Frente Amplio,711,19
Montevideo,697,BBB,Frente Amplio,906,3
Montevideo,697,BBB,Frente Amplio,1001,8
Montevideo,697,BBB,Frente Amplio,1303,2
Montevideo,697,BBB,Frente Amplio,1642,1
Montevideo,697,BBB,Frente Amplio,2121,12
Montevideo,697,BBB,Frente Amplio,3311,13
Montevideo,697,BBB,Frente Amplio,6009,4
Montevideo,697,BBB,Frente Amplio,99738,10
Montevideo,697,BBB,Frente Amplio,1813800,2
Montevideo,698,BBB,Frente Amplio,90,34
Montevideo,698,BBB,Frente Amplio,329,7
Montevideo,698,BBB,Frente Amplio,609,62
Montevideo,698,BBB,Frente Amplio,611,1
Montevideo,698,BBB,Frente Amplio,642,1
Montevideo,698,BBB,Frente Amplio,711,22
Montevideo,698,BBB,Frente Amplio,764,1
Montevideo,698,BBB,Frente Amplio,1001,12
Montevideo,698,BBB,Frente Amplio,1303,1
Montevideo,698,BBB,Frente Amplio,1419,2
Montevideo,698,BBB,Frente Amplio,1642,1
Montevideo,698,BBB,Frente Amplio,1968,1
Montevideo,698,BBB,Frente Amplio,2121,15
Montevideo,698,BBB,Frente Amplio,3311,11
Montevideo,698,BBB,Frente Amplio,6009,6
Montevideo,698,BBB,Frente Amplio,99738,7
Montevideo,698,BBB,Frente Amplio,181563,1
Montevideo,698,BBB,Frente Amplio,775005,4
Montevideo,699,BBB,Frente Amplio,90,18
Montevideo,699,BBB,Frente Amplio,329,6
Montevideo,699,BBB,Frente Amplio,609,56
Montevideo,699,BBB,Frente Amplio,642,1
Montevideo,699,BBB,Frente Amplio,711,21
Montevideo,699,BBB,Frente Amplio,764,1
Montevideo,699,BBB,Frente Amplio,906,2
Montevideo,699,BBB,Frente Amplio,1001,5
Montevideo,699,BBB,Frente Amplio,1303,2
Montevideo,699,BBB,Frente Amplio,1419,1
Montevideo,699,BBB,Frente Amplio,2121,18
Montevideo,699,BBB,Frente Amplio,3311,8
Montevideo,699,BBB,Frente Amplio,6009,5
Montevideo,699,BBB,Frente Amplio,7373,1
Montevideo,699,BBB,Frente Amplio,9393,1
Montevideo,699,BBB,Frente Amplio,99738,13
Montevideo,699,BBB,Frente Amplio,775005,6
Montevideo,700,BBB,Frente Amplio,90,19
Montevideo,700,BBB,Frente Amplio,329,5
Montevideo,700,BBB,Frente Amplio,609,61
Montevideo,700,BBB,Frente Amplio,642,2
Montevideo,700,BBB,Frente Amplio,711,35
Montevideo,700,BBB,Frente Amplio,906,3
Montevideo,700,BBB,Frente Amplio,1001,8
Montevideo,700,BBB,Frente Amplio,1303,3
Montevideo,700,BBB,Frente Amplio,1642,2
Montevideo,700,BBB,Frente Amplio,1968,1
Montevideo,700,BBB,Frente Amplio,2121,10
Montevideo,700,BBB,Frente Amplio,3311,8
Montevideo,700,BBB,Frente Amplio,6009,3
Montevideo,700,BBB,Frente Amplio,7373,3
Montevideo,700,BBB,Frente Amplio,99738,9
Montevideo,700,BBB,Frente Amplio,181563,1
Montevideo,700,BBB,Frente Amplio,775005,3
Montevideo,701,BBB,Frente Amplio,90,24
Montevideo,701,BBB,Frente Amplio,329,10
Montevideo,701,BBB,Frente Amplio,609,50
Montevideo,701,BBB,Frente Amplio,611,1
Montevideo,701,BBB,Frente Amplio,642,1
Montevideo,701,BBB,Frente Amplio,711,28
Montevideo,701,BBB,Frente Amplio,906,3
Montevideo,701,BBB,Frente Amplio,1001,15
Montevideo,701,BBB,Frente Amplio,1303,1
Montevideo,701,BBB,Frente Amplio,1642,3
Montevideo,701,BBB,Frente Amplio,1968,2
Montevideo,701,BBB,Frente Amplio,2121,20
Montevideo,701,BBB,Frente Amplio,3311,16
Montevideo,701,BBB,Frente Amplio,6009,1
Montevideo,701,BBB,Frente Amplio,7373,1
Montevideo,701,BBB,Frente Amplio,99738,6
Montevideo,701,BBB,Frente Amplio,775005,3
Montevideo,701,BBB,Frente Amplio,1813800,1
Montevideo,702,BBB,Frente Amplio,90,32
Montevideo,702,BBB,Frente Amplio,329,9
Montevideo,702,BBB,Frente Amplio,609,65
Montevideo,702,BBB,Frente Amplio,611,2
Montevideo,702,BBB,Frente Amplio,711,21
Montevideo,702,BBB,Frente Amplio,871,1
Montevideo,702,BBB,Frente Amplio,890,1
Montevideo,702,BBB,Frente Amplio,906,1
Montevideo,702,BBB,Frente Amplio,959,1
Montevideo,702,BBB,Frente Amplio,1001,10
Montevideo,702,BBB,Frente Amplio,1303,4
Montevideo,702,BBB,Frente Amplio,1419,2
Montevideo,702,BBB,Frente Amplio,1642,3
Montevideo,702,BBB,Frente Amplio,1968,2
Montevideo,702,BBB,Frente Amplio,2121,23
Montevideo,702,BBB,Frente Amplio,3311,8
Montevideo,702,BBB,Frente Amplio,6009,5
Montevideo,702,BBB,Frente Amplio,9393,1
Montevideo,702,BBB,Frente Amplio,99738,8
Montevideo,702,BBB,Frente Amplio,775005,3
Montevideo,703,BBB,Frente Amplio,90,27
Montevideo,703,BBB,Frente Amplio,329,12
Montevideo,703,BBB,Frente Amplio,609,51
Montevideo,703,BBB,Frente Amplio,642,2
Montevideo,703,BBB,Frente Amplio,711,21
Montevideo,703,BBB,Frente Amplio,764,1
Montevideo,703,BBB,Frente Amplio,890,1
Montevideo,703,BBB,Frente Amplio,906,1
Montevideo,703,BBB,Frente Amplio,1001,14
Montevideo,703,BBB,Frente Amplio,1303,3
Montevideo,703,BBB,Frente Amplio,1419,1
Montevideo,703,BBB,Frente Amplio,1642,1
Montevideo,703,BBB,Frente Amplio,1968,1
Montevideo,703,BBB,Frente Amplio,2121,16
Montevideo,703,BBB,Frente Amplio,3311,11
Montevideo,703,BBB,Frente Amplio,6009,3
Montevideo,703,BBB,Frente Amplio,99738,5
Montevideo,703,BBB,Frente Amplio,181563,1
Montevideo,703,BBB,Frente Amplio,775005,4
Montevideo,703,BBB,Frente Amplio,1813800,1
Montevideo,704,BBB,Frente Amplio,90,28
Montevideo,704,BBB,Frente Amplio,329,6
Montevideo,704,BBB,Frente Amplio,609,45
Montevideo,704,BBB,Frente Amplio,642,2
Montevideo,704,BBB,Frente Amplio,711,19
Montevideo,704,BBB,Frente Amplio,906,7
Montevideo,704,BBB,Frente Amplio,959,1
Montevideo,704,BBB,Frente Amplio,1001,8
Montevideo,704,BBB,Frente Amplio,2121,23
Montevideo,704,BBB,Frente Amplio,3311,8
Montevideo,704,BBB,Frente Amplio,6009,1
Montevideo,704,BBB,Frente Amplio,7373,1
Montevideo,704,BBB,Frente Amplio,99738,4
Montevideo,704,BBB,Frente Amplio,775005,4
Montevideo,705,BBB,Frente Amplio,90,22
Montevideo,705,BBB,Frente Amplio,329,5
Montevideo,705,BBB,Frente Amplio,609,59
Montevideo,705,BBB,Frente Amplio,611,3
Montevideo,705,BBB,Frente Amplio,642,1
Montevideo,705,BBB,Frente Amplio,711,20
Montevideo,705,BBB,Frente Amplio,764,2
Montevideo,705,BBB,Frente Amplio,906,1
Montevideo,705,BBB,Frente Amplio,959,1
Montevideo,705,BBB,Frente Amplio,1001,11
Montevideo,705,BBB,Frente Amplio,1419,2
Montevideo,705,BBB,Frente Amplio,1642,2
Montevideo,705,BBB,Frente Amplio,2121,18
Montevideo,705,BBB,Frente Amplio,3311,10
Montevideo,705,BBB,Frente Amplio,6009,6
Montevideo,705,BBB,Frente Amplio,7373,2
Montevideo,705,BBB,Frente Amplio,99738,6
Montevideo,705,BBB,Frente Amplio,181563,1
Montevideo,705,BBB,Frente Amplio,775005,3
Montevideo,706,BBB,Frente Amplio,90,17
Montevideo,706,BBB,Frente Amplio,329,5
Montevideo,706,BBB,Frente Amplio,609,68
Montevideo,706,BBB,Frente Amplio,611,3
Montevideo,706,BBB,Frente Amplio,642,1
Montevideo,706,BBB,Frente Amplio,711,36
Montevideo,706,BBB,Frente Amplio,764,1
Montevideo,706,BBB,Frente Amplio,890,2
Montevideo,706,BBB,Frente Amplio,1001,12
Montevideo,706,BBB,Frente Amplio,1303,1
Montevideo,706,BBB,Frente Amplio,1642,1
Montevideo,706,BBB,Frente Amplio,2121,18
Montevideo,706,BBB,Frente Amplio,3311,9
Montevideo,706,BBB,Frente Amplio,6009,10
Montevideo,706,BBB,Frente Amplio,7373,1
Montevideo,706,BBB,Frente Amplio,9393,1
Montevideo,706,BBB,Frente Amplio,99738,5
Montevideo,706,BBB,Frente Amplio,181563,4
Montevideo,706,BBB,Frente Amplio,775005,7
